ID,Name,BirthDate,Pos,NHL,HockeyDB,PuckPedia
firkuja01,Jagger Firkus,2004-04-29,RW,SEA,229345,jagger-firkus
fiskeos01,Oscar Fisker Molgaard,2005-02-18,C,SEA,249437,oscar-fisker-molgaard
fleurca01,Cale Fleury,1998-11-19,D,SEA,177026,cale-fleury
fleurha01,Haydn Fleury,1996-07-08,D,WPG,148769,haydn-fleury
fleurma01,Marc-André Fleury,1984-11-28,G,MIN,55016,marc-andre-fleury
foegewa01,Warren Foegele,1996-04-01,LW,OTT,175316,warren-foegele
foersty01,Tyson Foerster,2002-01-18,RW,PHI,213004,tyson-foerster
foligma01,Marcus Foligno,1991-08-10,LW,MIN,106815,marcus-foligno
foligni01,Nick Foligno,1987-10-31,LW,MIN,80212,nick-foligno
footeno01,Nolan Foote,2000-11-29,LW,FLA,196897,nolan-foote
forbode01,Derek Forbort,1992-03-04,D,VAN,123316,derek-forbort
fordpa01,Parker Ford,2000-07-20,F,WPG,210424,parker-ford
formeal01,Alex Formenton,1999-09-13,LW,EDM,185947,alex-formenton
forsban01,Anton Forsberg,1992-11-27,G,LAK,143099,anton-forsberg
forsbfi01,Filip Forsberg,1994-08-13,C,NSH,142620,filip-forsberg
forslgu02,Gustav Forsling,1996-06-12,D,FLA,175324,gustav-forsling
fortedr01,Drew Fortescue,2005-04-28,D,NYR,248122,drew-fortescue
foudyli01,Liam Foudy,2000-02-04,C,CBJ,195711,liam-foudy
fowleca01,Cam Fowler,1991-12-05,D,STL,120956,cam-fowler
fowleja01,Jacob Fowler,2004-11-24,G,MTL,251665,jacob-fowler
foxad01,Adam Fox,1998-02-17,D,NYR,177791,adam-fox
franket01,Ethen Frank,1998-02-05,F,WSH,179667,ethen-frank
fredetr01,Trent Frederic,1998-02-11,C,EDM,177792,trent-frederic
freijal01,Alfons Freij,2006-02-12,D,WPG,251652,alfons-freij
frolose01,Semyon Frolov,2007-01-17,G,CAR,281380,semyon-frolov
frondan01,Anton Frondell,2007-05-07,C,CHI,270715,anton-frondell
frostmo01,Morgan Frost,1999-05-14,C,CGY,187447,morgan-frost
gadjojo01,Jonah Gadjovich,1998-10-12,LW,FLA,177566,jonah-gadjovich
gajanad01,Adam Gajan,2004-05-06,G,CHI,260540,adam-gajan
gallabr01,Brendan Gallagher,1992-05-06,RW,MTL,116134,brendan-gallagher
galvato01,Tomas Galvas,2006-02-11,D,PIT,,tomas-galvas
gamzidm01,Dmitry Gamzin,2003-04-08,G,NYI,,dmitry-gamzin
garandy01,Dylan Garand,2002-06-07,G,NYR,210112,dylan-garand
garlaco01,Conor Garland,1996-03-11,RW,CBJ,158171,conor-garland
gastrmi01,Milton Gastrin,2007-06-02,C,WSH,268824,milton-gastrin
gatcoma01,Marc Gatcomb,1999-07-22,F,NYI,217777,marc-gatcomb
gauchja01,Jacob Gaucher,2001-03-09,F,PHI,209523,jacob-gaucher
gauchna01,Nathan Gaucher,2003-11-06,C,ANA,227320,nathan-gaucher
gaudead01,Adam Gaudette,1996-10-03,C,SJS,177644,adam-gaudette
gaudrfr01,Frédérick Gaudreau,1993-05-01,C,SEA,143870,frederick-gaudreau
gauncbr01,Brendan Gaunce,1994-03-25,C,CBJ,128003,brendan-gaunce
gauthcu01,Cutter Gauthier,2004-01-19,LW,ANA,238275,cutter-gauthier
gauthet01,Ethan Gauthier,2005-01-26,RW,TBL,248038,ethan-gauthier
gavrivl01,Vladislav Gavrikov,1995-11-21,D,NYR,180637,vladislav-gavrikov
geekico01,Conor Geekie,2004-05-05,C,TBL,227534,conor-geekie
geekimo01,Morgan Geekie,1998-07-20,C,BOS,172640,morgan-geekie
geertma01,Mason Geertsen,1995-04-19,D,BUF,134459,mason-geertsen
genboed01,Eddie Genborg,2007-04-20,RW,DET,269145,eddie-genborg
georgal01,Alexandar Georgiev,1996-02-10,G,BUF,181052,alexandar-georgiev
georgca01,Carter George,2006-05-20,G,LAK,263763,carter-george
georgis01,Isaiah George,2004-02-15,D,NYI,232424,isaiah-george
gibsojo02,John Gibson,1993-07-14,G,DET,123445,john-gibson
gilbede01,Dennis Gilbert,1996-10-30,D,OTT,169353,dennis-gilbert
gilespa01,Patrick Giles,2000-01-03,F,SJS,196114,patrick-giles
gillsp01,Spencer Gill,2006-08-17,D,PHI,261946,spencer-gill
ginniad01,Adam Ginning,2000-01-13,D,VEG,201680,adam-ginning
girarsa01,Samuel Girard,1998-05-12,D,PIT,176679,samuel-girard
girgeze01,Zemgus Girgensons,1994-01-05,C,TBL,130896,zemgus-girgensons
giroucl01,Claude Giroux,1988-01-12,C,OTT,89489,claude-giroux
glassco01,Cody Glass,1999-04-01,C,NJD,179680,cody-glass
glendlu01,Luke Glendening,1989-04-28,C,PHI,116638,luke-glendening
goligal01,Alex Goligoski,1985-07-30,D,PIT,72455,alex-goligoski
goljead01,Adam Goljer,2008-06-07,D,LAK,,adam-goljer
goncaga01,Gage Goncalves,2001-01-16,C,TBL,209896,gage-goncalves
goodrba01,Barclay Goodrow,1993-02-26,RW,SJS,121927,barclay-goodrow
gostish01,Shayne Gostisbehere,1993-04-20,D,CAR,146214,shayne-gostisbehere
gourdya01,Yanni Gourde,1991-12-15,C,TBL,117574,yanni-gourde
grafco01,Collin Graf,2002-09-21,F,SJS,226641,collin-graf
granlmi01,Mikael Granlund,1992-02-26,C,ANA,118389,mikael-granlund
granshe01,Helge Grans,2002-05-10,D,PHI,218310,helge-grans
graveke01,Kevin Gravel,1992-03-06,D,NSH,123320,kevin-gravel
gravery01,Ryan Graves,1995-05-21,D,PIT,143756,ryan-graves
greavje01,Jet Greaves,2001-03-30,G,CBJ,217320,jet-greaves
grebeni01,Nikita Grebenkin,2003-05-02,RW,PHI,241769,nikita-grebenkin
greenjo02,Jordan Greenway,1997-02-16,LW,BUF,170297,jordan-greenway
greenli01,Liam Greentree,2006-01-01,F,NYR,262401,liam-greentree
greenry01,Ryan Greene,2003-10-21,C,CHI,228468,ryan-greene
greeraj01,A.J. Greer,1996-12-14,LW,FLA,171577,aj-greer
gregono01,Noah Gregor,1998-07-28,C,FLA,177031,noah-gregor
greigri01,Ridly Greig,2002-08-08,C,OTT,210831,ridly-greig
gridima01,Matvei Gridin,2006-03-01,F,CGY,261381,matvei-gridin
gritsar01,Arseny Gritsyuk,2001-03-15,RW,NJD,225165,arseny-gritsyuk
groshma01,Maxim Groshev,2001-12-14,RW,TBL,225845,maxim-groshev
grossty01,Tyson Gross,2002-09-23,F,CGY,230132,tyson-gross
groulbe01,Benoit-Olivier Groulx,2000-02-06,C,TOR,195937,benoit-olivier-groulx
grubaph01,Philipp Grubauer,1991-11-25,G,SEA,112814,philipp-grubauer
grundca01,Carl Grundström,1997-12-01,RW,PHI,180824,carl-grundstrom
grzelma01,Matt Grzelcyk,1994-01-05,D,CHI,130900,matt-grzelcyk
gudasra01,Radko Gudas,1990-06-05,D,ANA,115984,radko-gudas
gudbrer01,Erik Gudbranson,1992-01-07,D,CBJ,116033,erik-gudbranson
guentdy01,Dylan Guenther,2003-04-10,RW,UTA,218245,dylan-guenther
guentja01,Jake Guentzel,1994-10-06,C,TBL,160569,jake-guentzel
guhleka01,Kaiden Guhle,2002-01-18,D,MTL,210851,kaiden-guhle
gulyami01,Mikhail Gulyayev,2005-04-26,D,COL,260632,mikhail-gulyayev
gushcda01,Daniil Gushchin,2002-02-06,LW,SJS,217074,daniil-gushchin
gustaer02,Erik Gustafsson,1992-03-14,D,DET,144637,erik-gustafsson
gustafi01,Filip Gustavsson,1998-06-07,G,MIN,192086,filip-gustavsson
gustama01,Malte Gustafsson,2008-06-11,D,NYI,,malte-gustafsson
gustavi02,Viking Gustafsson Nyberg,2003-09-21,D,MIN,245900,viking-gustafsson-nyberg
hagelbr01,Brandon Hagel,1998-08-27,LW,TBL,178965,brandon-hagel
hagemi01,Michael Hage,2006-04-14,F,MTL,252892,michael-hage
hagenja01,James Hagens,2006-11-03,C,BOS,262568,james-hagens
hagueni01,Nicolas Hague,1998-12-05,D,NSH,187433,nicolas-hague
haighhu01,Hunter Haight,2004-04-04,C,MIN,248624,hunter-haight
hakanwi01,William Hakansson,2007-10-08,D,CAR,,william-hakansson
hallafi01,Filip Hallander,2000-06-29,C,PIT,200224,filip-hallander
hallist01,Stephen Halliday,2002-07-02,C,OTT,211040,stephen-halliday
hallqth01,Theodor Hallquisth,2007-06-14,D,MIN,273099,theodor-hallquisth
hallta02,Taylor Hall,1991-11-14,LW,CAR,106818,taylor-hall
halonbr01,Brian Halonen,1999-01-11,F,NJD,197670,brian-halonen
halttka01,Kasper Halttunen,2005-06-07,RW,OTT,262072,kasper-halttunen
halvebr01,Brandon Halverson,1996-03-29,G,DAL,170123,brandon-halverson
hamblja01,James Hamblin,1999-04-27,F,EDM,187322,james-hamblin
hameele01,Lenni Hameenaho,2004-11-07,RW,NJD,251537,lenni-hameenaho
hamilbe01,Beckett Hamilton,2008-03-28,C,COL,,beckett-hamilton
hamildo01,Dougie Hamilton,1993-06-17,D,NJD,122868,dougie-hamilton
hamontr01,Travis Hamonic,1990-08-16,D,DET,98869,travis-hamonic
hanifno01,Noah Hanifin,1997-01-25,D,VEG,170298,noah-hanifin
hanlejo01,Joel Hanley,1991-06-08,D,CGY,115211,joel-hanley
harenlo01,Love Harenstam,2007-01-18,G,STL,,love-harenstam
harkija01,Jansen Harkins,1997-05-23,C,ANA,161793,jansen-harkins
harleth01,Thomas Harley,2001-08-19,D,DAL,208563,thomas-harley
harrich01,Chase Harrington,2007-10-30,LW,CGY,,chase-harrington
harrijo01,Jordan Harris,2000-07-07,D,BOS,213349,jordan-harris
hartca01,Carter Hart,1998-08-13,G,VEG,172631,carter-hart
hartmry01,Ryan Hartman,1994-09-20,RW,MIN,130904,ryan-hartman
harvera01,Rafaël Harvey-Pinard,1999-01-06,LW,PIT,191066,rafael-harvey-pinard
hathaga01,Garnet Hathaway,1991-11-23,RW,PHI,131779,garnet-hathaway
haulaer01,Erik Haula,1991-03-23,LW,NSH,120930,erik-haula
haydejo01,John Hayden,1995-02-14,C,SEA,145478,john-hayden
hayesav01,Avery Hayes,2002-10-10,F,PIT,216617,avery-hayes
hayeske01,Kevin Hayes,1992-05-08,RW,PIT,127775,kevin-hayes
haymelu01,Luke Haymes,2003-07-28,F,TOR,248919,luke-haymes
haytoba01,Barrett Hayton,2000-06-09,C,UTA,196035,barrett-hayton
hedmavi01,Victor Hedman,1990-12-18,D,TBL,107121,victor-hedman
heidtri01,Riley Heidt,2005-03-25,C,MIN,241129,riley-heidt
heineda01,Danton Heinen,1995-07-05,C,CBJ,163050,danton-heinen
heineem01,Emil Heineman,2001-11-16,LW,NYI,232198,emil-heineman
heinovi01,Ville Heinola,2001-03-02,D,WPG,217206,ville-heinola
heiskmi01,Miro Heiskanen,1999-07-18,D,DAL,195238,miro-heiskanen
helenko01,Konsta Helenius,2006-05-11,F,BUF,264450,konsta-helenius
helensa02,Samuel Helenius,2002-11-26,C,LAK,235342,samuel-helenius
helleco01,Connor Hellebuyck,1993-05-19,G,WPG,144065,connor-hellebuyck
helledr01,Drew Helleson,2001-03-26,D,ANA,209478,drew-helleson
hemmiem01,Emil Hemming,2006-06-27,F,DAL,270638,emil-hemming
hemmios01,Oscar Hemming,2008-08-13,LW,CBJ,,oscar-hemming
henriad01,Adam Henrique,1990-02-06,C,EDM,96544,adam-henrique
hensllo01,Logan Hensler,2006-10-14,D,OTT,262569,logan-hensler
hermael01,Elton Hermansson,2008-02-05,RW,LAK,,elton-hermansson
hertlto01,Tomáš Hertl,1993-11-12,C,VEG,106132,tomas-hertl
hextaja01,Jack Hextall,2008-03-23,C,CGY,,jack-hextall
hildede01,Dennis Hildeby,2001-08-19,G,TOR,223784,dennis-hildeby
hillad01,Adin Hill,1996-05-11,G,VEG,170947,adin-hill
hindsty01,Tyson Hinds,2003-03-12,D,ANA,227517,tyson-hinds
hinosvi01,Vinnie Hinostroza,1994-04-03,C,FLA,130908,vinnie-hinostroza
hintzro01,Roope Hintz,1996-11-17,LW,DAL,162402,roope-hintz
hischni01,Nico Hischier,1999-01-04,C,NJD,191825,nico-hischier
hodgsha01,Hayden Hodgson,1996-03-02,RW,OTT,160278,hayden-hodgson
lagerjo01,Jonas Lagerberg Hoen,2007-10-24,F,OTT,,jonas-lagerberg-hoen
hoferjo01,Joel Hofer,2000-07-30,G,STL,208585,joel-hofer
hogbema01,Marcus Högberg,1994-11-25,G,NYI,164497,marcus-hogberg
hoglani01,Nils Höglander,2000-12-20,LW,VAN,198141,nils-hoglander
holinmi01,Miroslav Holinka,2005-11-10,C,TOR,,miroslav-holinka
hollju01,Justin Holl,1992-01-30,D,STL,123841,justin-holl
hollody01,Dylan Holloway,2001-09-23,C,STL,199624,dylan-holloway
holmbpo01,Pontus Holmberg,1999-03-09,RW,TBL,211454,pontus-holmberg
holmssi01,Simon Holmström,2001-05-24,RW,NYI,213309,simon-holmstrom
holtzal01,Alexander Holtz,2002-01-23,RW,VEG,222890,alexander-holtz
honzesa01,Samuel Honzek,2004-11-12,LW,CGY,238384,samuel-honzek
horcowi01,William Horcoff,2007-01-23,C,PIT,271171,william-horcoff
horvabo01,Bo Horvat,1995-04-05,C,NYI,145053,bo-horvat
hovormi01,Mikulas Hovorka,2001-07-01,D,FLA,261228,mikulas-hovorka
howaris01,Isaac Howard,2004-03-30,LW,EDM,238276,isaac-howard
howdebr01,Brett Howden,1998-03-29,C,VEG,171615,brett-howden
howeta01,Tanner Howe,2005-11-28,F,PIT,241301,tanner-howe
hrabami01,Michael Hrabal,2005-01-20,G,UTA,261900,michael-hrabal
hronefi01,Filip Hronek,1997-11-02,D,VAN,180904,filip-hronek
hryckdy01,Dylan Hryckowian,2004-05-19,F,DAL,,dylan-hryckowian
hryckju01,Justin Hryckowian,2001-02-23,F,DAL,227810,justin-hryckowian
huberjo01,Jonathan Huberdeau,1993-06-04,LW,CGY,122625,jonathan-huberdeau
hugheca01,Cameron Hughes,1996-10-09,C,DAL,152812,cameron-hughes
hugheja03,Jack Hughes,2001-05-14,C,NJD,209479,jack-hughes
hughelu01,Luke Hughes,2003-09-09,D,NJD,228217,luke-hughes
hughequ01,Quinn Hughes,1999-10-14,D,MIN,187519,quinn-hughes
hughetj01,T.J. Hughes,2001-11-09,F,COL,,tj-hughes
huntda01,Daemon Hunt,2002-05-15,D,MIN,209294,daemon-hunt
huntdr01,Dryden Hunt,1995-11-24,LW,CGY,139386,dryden-hunt
hurlbje01,Jeffrey Hurlbert,2008-04-11,F,DET,,jeffrey-hurlbert
hussovi01,Ville Husso,1995-02-06,G,ANA,159892,ville-husso
hutsoco01,Cole Hutson,2006-06-28,D,WSH,262571,cole-hutson
hutsola01,Lane Hutson,2004-02-14,D,MTL,238277,lane-hutson
hutsoqu01,Quinn Hutson,2002-01-01,F,EDM,238540,quinn-hutson
huttobe01,Ben Hutton,1993-04-20,D,VEG,141927,ben-hutton
hymanza01,Zach Hyman,1992-06-09,LW,EDM,121460,zach-hyman
hyryar01,Arttu Hyry,2001-04-06,F,DAL,237659,arttu-hyry
iafalal01,Alex Iafallo,1993-12-21,C,WPG,145488,alex-iafallo
iginlti01,Tij Iginla,2006-08-04,C,UTA,251359,tij-iginla
ignatsi01,Simas Ignatavicius,2007-10-22,RW,FLA,,simas-ignatavicius
ihswoja01,Jakob Ihs Wozniak,2007-02-01,RW,VEG,263759,jakob-ihs-wozniak
imamabo01,Bokondji Imama,1996-08-03,LW,PIT,160366,bokondji-imama
ingraco01,Connor Ingram,1997-03-31,G,EDM,172859,connor-ingram
ioriovi01,Vincent Iorio,2002-11-14,D,NYR,216654,vincent-iorio
ivaniv01,Ivan Ivan,2002-08-20,F,BOS,227324,ivan-ivan
ivankja01,Jack Ivankovic,2007-05-22,G,NSH,271401,jack-ivankovic
jamesdo01,Dominic James,2002-07-03,C,TBL,218690,dominic-james
jankoma01,Mark Jankowski,1994-09-13,C,CAR,155332,mark-jankowski
janmama02,Mattias Janmark,1992-12-08,C,EDM,152763,mattias-janmark
jansslu01,Ludvig Jansson,2003-12-27,D,FLA,236677,ludvig-jansson
jarnkca01,Calle Järnkrok,1991-09-25,C,TOR,127561,calle-jarnkrok
jarrytr01,Tristan Jarry,1995-04-29,G,EDM,145157,tristan-jarry
jarvero01,Roby Jarventie,2002-08-08,LW,OTT,228378,roby-jarventie
jarvise01,Seth Jarvis,2002-02-01,C,CAR,211436,seth-jarvis
jeannta01,Tanner Jeannot,1997-05-29,F,BOS,174618,tanner-jeannot
jellvos01,Oskar Jellvik,2003-02-08,LW,BOS,238775,oskar-jellvik
jennebo01,Boone Jenner,1993-06-15,C,CBJ,122877,boone-jenner
jenseni02,Nick Jensen,1990-09-21,D,OTT,116513,nick-jensen
jiricad01,Adam Jiricek,2006-06-28,D,STL,265618,adam-jiricek
jiricda01,David Jiříček,2003-11-28,D,PHI,234936,david-jiricek
johanal01,Albert Johansson,2001-01-04,D,DET,218279,albert-johansson
johanjo03,Jonas Johansson,1995-09-19,G,TBL,170670,jonas-johansson
johanma03,Marcus Johansson,1990-10-06,C,MIN,98452,marcus-johansson
johnsja02,Jack Johnson,1987-01-13,D,CBJ,87869,jack-johnson
johnske01,Kent Johnson,2002-10-18,C,CBJ,210854,kent-johnson
johnsro02,Ross Johnston,1994-02-18,LW,ANA,143769,ross-johnston
johnsry03,Ryan Johnson,2001-07-24,D,BUF,217060,ryan-johnson
johnswy01,Wyatt Johnston,2003-05-14,C,DAL,227511,wyatt-johnston
jokihhe01,Henri Jokiharju,1999-06-17,D,BOS,196298,henri-jokiharju
jonesbe01,Ben Jones,1999-02-26,F,MIN,176798,ben-jones
jonesca01,Caleb Jones,1997-06-06,D,PIT,170307,caleb-jones
jonesma03,Max Jones,1998-02-17,LW,EDM,177802,max-jones
jonesse01,Seth Jones,1994-10-03,D,FLA,130914,seth-jones
jonesza01,Zachary Jones,2000-10-18,D,NYR,217053,zachary-jones
jonsssa01,Samuel Jonsson,2003-12-15,G,EDM,243838,samuel-jonsson
josepma01,Mathieu Joseph,1997-02-09,RW,STL,172231,mathieu-joseph
joseppi01,Pierre-Olivier Joseph,1999-07-01,D,VAN,188337,pierre-olivier-joseph
joshuda01,Dakota Joshua,1996-05-15,C,TOR,161083,dakota-joshua
josiro01,Roman Josi,1990-06-01,D,NSH,100921,roman-josi
jostty01,Tyson Jost,1998-03-14,C,NSH,170552,tyson-jost
jugnaty01,Tyson Jugnauth,2004-04-17,D,SEA,,tyson-jugnauth
juulsno01,Noah Juulsen,1997-04-02,D,PHI,164700,noah-juulsen
kadrina01,Nazem Kadri,1990-10-06,C,COL,96553,nazem-kadri
kahkoka01,Kaapo Kähkönen,1996-08-16,G,MTL,162341,kaapo-kahkonen
kaisewy01,Wyatt Kaiser,2002-07-31,D,CHI,227811,wyatt-kaiser
kakkoka01,Kaapo Kakko,2001-02-13,RW,SEA,211199,kaapo-kakko
kaliyar01,Arthur Kaliyev,2001-06-26,RW,OTT,208689,arthur-kaliyev
kampfda01,David Kämpf,1995-01-12,C,WSH,163171,david-kampf
kaneev01,Evander Kane,1991-08-02,LW,VAN,98634,evander-kane
kanepa01,Patrick Kane,1988-11-19,RW,DET,96554,patrick-kane
kantsro01,Roman Kantserov,2004-09-20,RW,CHI,265424,roman-kantserov
kapanka01,Kasperi Kapanen,1996-07-23,RW,EDM,162338,kasperi-kapanen
kapanol01,Oliver Kapanen,2003-07-29,C,MTL,241782,oliver-kapanen
kapriki01,Kirill Kaprizov,1997-04-26,LW,MIN,180678,kirill-kaprizov
karlser01,Erik Karlsson,1990-05-31,D,PIT,112742,erik-karlsson
karlsli01,Linus Karlsson,1999-11-16,C,VAN,209974,linus-karlsson
karlswi01,William Karlsson,1993-01-08,C,VEG,142653,william-karlsson
kartyty01,Tye Kartye,2001-04-30,F,NYR,216266,tye-kartye
kaskial01,Aleksanteri Kaskimaki,2004-02-06,C,STL,251090,aleksanteri-kaskimaki
kaspema01,Marco Kasper,2004-04-08,C,DET,231359,marco-kasper
kastema01,Mark Kastelic,1999-03-11,C,BOS,187324,mark-kastelic
katchbo01,Boris Katchouk,1998-06-18,LW,TBL,177578,boris-katchouk
kellecl01,Clayton Keller,1998-07-29,C,UTA,177805,clayton-keller
kellypa01,Parker Kelly,1999-05-14,F,COL,179599,parker-kelly
kemeljo01,Joakim Kemell,2004-04-27,RW,NSH,241535,joakim-kemell
kempead01,Adrian Kempe,1996-09-13,LW,LAK,172743,adrian-kempe
kerfoal01,Alexander Kerfoot,1994-08-11,C,UTA,139246,alexander-kerfoot
kerinro01,Rory Kerins,2002-04-12,C,CGY,216268,rory-kerins
kessema01,Matthew Kessel,2000-06-23,D,STL,209430,matthew-kessel
kessemi01,Michael Kesselring,2000-01-13,D,BUF,213346,michael-kesselring
kevanbe01,Ben Kevan,2007-01-03,RW,NJD,271408,ben-kevan
khusnma01,Marat Khusnutdinov,2002-07-17,C,BOS,233625,marat-khusnutdinov
kiersma01,Matt Kiersted,1998-04-14,D,MIN,181781,matt-kiersted
kiiskje01,Jesse Kiiskinen,2005-08-23,RW,DET,262778,jesse-kiiskinen
killoal01,Alex Killorn,1989-09-14,C,ANA,105394,alex-killorn
kindebe01,Benjamin Kindel,2007-04-19,C,PIT,265955,benjamin-kindel
kirklju01,Justin Kirkland,1996-08-02,LW,CGY,148867,justin-kirkland
kirscch01,Christian Kirsch,2006-06-18,G,SJS,281890,christian-kirsch
kivirjo01,Joel Kiviranta,1996-03-23,F,COL,171624,joel-kiviranta
klapkad01,Adam Klapka,2000-09-14,F,CGY,213692,adam-klapka
klebead01,Adam Kleber,2006-03-24,D,BUF,261387,adam-kleber
kleponi01,Nikita Klepov,2008-06-27,RW,ANA,,nikita-klepov
klevety01,Tyler Kleven,2002-01-10,D,OTT,217762,tyler-kleven
klingjo01,John Klingberg,1992-08-14,D,SJS,127778,john-klingberg
kniesma01,Matthew Knies,2002-10-17,LW,TOR,218693,matthew-knies
knighsp01,Spencer Knight,2001-04-19,G,CHI,209480,spencer-knight
knowlbr01,Brady Knowling,2008-03-09,G,SJS,,brady-knowling
koblati01,Tinus Luc Koblar,2007-07-21,C,TOR,273110,tinus-luc-koblar
kochepy01,Pyotr Kochetkov,1999-06-25,G,CAR,219664,pyotr-kochetkov
koepkco01,Cole Koepke,1998-05-17,LW,WPG,191942,cole-koepke
koivuaa01,Aatos Koivu,2006-06-22,F,MTL,273141,aatos-koivu
koivuvi01,Ville Koivunen,2003-06-13,RW,PIT,241789,ville-koivunen
kokkoni01,Niklas Kokko,2004-03-14,G,SEA,250995,niklas-kokko
koleske01,Keegan Kolesar,1997-04-08,RW,VEG,162464,keegan-kolesar
kolosal01,Aleksei Kolosov,2002-01-04,G,PHI,237650,aleksei-kolosov
kolyavl01,Vladislav Kolyachonok,2001-05-26,D,BOS,216625,vladislav-kolyachonok
konectr01,Travis Konecny,1997-03-11,RW,PHI,170137,travis-konecny
konyubo01,Bogdan Konyushkov,2002-12-20,D,MTL,260074,bogdan-konyushkov
kopitan01,Anže Kopitar,1987-08-24,C,LAK,83457,anze-kopitar
koppajo01,Joona Koppanen,1998-02-25,LW,BOS,194130,joona-koppanen
korchke01,Kevin Korchinski,2004-06-21,D,CHI,229107,kevin-korchinski
korczka01,Kaedan Korczak,2001-01-29,D,VEG,200229,kaedan-korczak
korpijo01,Joonas Korpisalo,1994-04-28,G,BOS,155337,joonas-korpisalo
kotkaje01,Jesperi Kotkaniemi,2000-07-06,C,CAR,207533,jesperi-kotkaniemi
kovacjo01,Johnathan Kovacevic,1997-07-12,D,NJD,175803,johnathan-kovacevic
kovalni01,Nikolai Kovalenko,1999-10-17,RW,COL,213172,nikolai-kovalenko
kozakty01,Tyson Kozak,2002-12-29,C,BUF,219210,tyson-kozak
kravtvi01,Vitali Kravtsov,1999-12-23,RW,NYR,201185,vitali-kravtsov
krebspe01,Peyton Krebs,2001-01-26,C,BUF,197782,peyton-krebs
kreidch01,Chris Kreider,1991-04-30,LW,ANA,120939,chris-kreider
kucheni01,Nikita Kucherov,1993-06-17,RW,TBL,123889,nikita-kucherov
kudryki01,Kirill Kudryavtsev,2004-02-05,D,VAN,248720,kirill-kudryavtsev
kuempda01,Darcy Kuemper,1990-05-05,G,LAK,102649,darcy-kuemper
kulakbr01,Brett Kulak,1994-01-06,D,COL,130818,brett-kulak
kulebol01,Oleg Kulebiakin,2008-01-11,RW,TBL,,oleg-kulebiakin
kulicji01,Jiri Kulich,2004-04-14,C,BUF,245580,jiri-kulich
kulikdm01,Dmitry Kulikov,1990-10-29,D,FLA,116200,dmitry-kulikov
kuninlu01,Luke Kunin,1997-12-04,C,FLA,170310,luke-kunin
kuntatr01,Trevor Kuntar,2001-06-20,C,BUF,209501,trevor-kuntar
kuralse01,Sean Kuraly,1993-01-20,C,BOS,124249,sean-kuraly
kurasph01,Philipp Kurashev,1999-10-12,C,SJS,195945,philipp-kurashev
kurtzja01,Jayden Kurtz,2007-12-30,D,ANA,,jayden-kurtz
kuzmean01,Andrei Kuzmenko,1996-02-04,F,LAK,180618,andrei-kuzmenko
kuzneya01,Yan Kuznetsov,2002-03-09,D,CGY,217058,yan-kuznetsov
kylinol01,Oliver Kylington,1997-05-19,D,CGY,172719,oliver-kylington
kyrouch01,Christian Kyrou,2003-09-16,D,OTT,228638,christian-kyrou
kyroujo01,Jordan Kyrou,1998-05-05,C,STL,177582,jordan-kyrou
labanke01,Kevin Labanc,1995-12-12,RW,CBJ,145502,kevin-labanc
labano01,Noah Laba,2003-08-04,C,NYR,238417,noah-laba
labatjo01,Joseph LaBate,1993-04-16,C,VAN,143115,joseph-labate
lachash01,Shane Lachance,2003-08-30,LW,NJD,237616,shane-lachance
lacomja01,Jackson LaCombe,2001-01-09,D,ANA,219748,jackson-lacombe
laczyta01,Tanner Laczynski,1997-06-01,C,VEG,170966,tanner-laczynski
laferal01,Alex Laferriere,2001-10-28,RW,LAK,219754,alex-laferriere
laffesa01,Sam Lafferty,1995-03-06,C,CHI,175320,sam-lafferty
lafreal01,Alexis Lafrenière,2001-10-11,LW,NYR,208990,alexis-lafreniere
lafreto01,Tommy Lafreniere,2007-01-16,RW,EDM,273639,tommy-lafreniere
lainepa01,Patrik Laine,1998-04-19,RW,MTL,176922,patrik-laine
lakovly01,Lynden Lakovic,2006-12-12,LW,WSH,251028,lynden-lakovic
lambebr01,Brad Lambert,2003-12-19,C,WPG,230223,brad-lambert
lamboca01,Carson Lambos,2003-01-14,D,MIN,216826,carson-lambos
lammiju01,Juho Lammikko,1996-01-29,RW,FLA,169514,juho-lammikko
lamouma01,Maveric Lamoureux,2004-01-13,D,UTA,235312,maveric-lamoureux
landega01,Gabriel Landeskog,1992-11-23,LW,COL,118530,gabriel-landeskog
lankike01,Kevin Lankinen,1995-04-28,G,VAN,169515,kevin-lankinen
lapiehe01,Hendrix Lapierre,2002-02-09,C,WSH,216556,hendrix-lapierre
lardini01,Nick Lardis,2005-07-08,LW,CHI,248626,nick-lardis
larkidy01,Dylan Larkin,1996-07-30,C,DET,160580,dylan-larkin
larssad01,Adam Larsson,1992-11-12,D,SEA,118565,adam-larsson
laughsc01,Scott Laughton,1994-05-30,C,LAK,128062,scott-laughton
lauzoje01,Jeremy Lauzon,1997-04-28,D,VEG,169608,jeremy-lauzon
lavoira01,Raphael Lavoie,2000-09-25,C,VEG,195949,raphael-lavoie
lavoito01,Tomas Lavoie,2006-03-31,D,UTA,,tomas-lavoie
lawrety01,Tynan Lawrence,2008-08-03,C,STL,,tynan-lawrence
lazarcu01,Curtis Lazar,1995-02-02,C,EDM,134039,curtis-lazar
leasobr01,Brett Leason,1999-04-30,RW,WSH,191267,brett-leason
leddyni01,Nick Leddy,1991-03-20,D,SJS,119093,nick-leddy
